RANK,PLAYER,TEAM,AGE,GP,W,L,MIN,USGPCT,PCTFGM,PCTFGA,PCT3PM,PCT3PA,PCTFTM,PCTFTA,PCTOREB,PCTDREB,PCTREB,PCTAST,PCTTOV,PCTSTL,PCTBLK,PCTBLKA,PCTPF,PCTPFD,PCTPTS
137,NAZ REID,MIN,26,11,7,4,259.0,20.0,20.0,22.6,22.8,28.6,10.7,12.8,19.7,28.7,26.1,15.4,16.7,21.7,34.5,27.3,19.8,15.0,18.8
138,DEANDRE AYTON,LAL,27,10,7,3,305.0,20.0,27.7,21.2,0.0,0.0,9.0,11.4,45.3,27.1,31.8,5.1,22.4,6.9,43.5,20.0,22.0,11.6,22.3
139,AARON HOLIDAY,HOU,29,4,4,0,26.0,20.0,18.2,16.3,28.6,21.1,37.5,21.4,0.0,15.8,13.6,26.7,44.4,0.0,0.0,0.0,27.3,33.3,22.0
139,AARON NESMITH,IND,26,9,1,8,283.0,20.0,20.8,22.5,34.7,32.4,19.2,18.8,18.2,13.7,15.1,6.6,9.9,17.5,9.5,31.0,15.0,20.7,22.1
139,JADEN HARDY,DAL,23,10,3,7,105.0,20.0,16.9,21.2,45.0,35.7,15.2,14.8,9.5,14.5,13.3,7.3,18.9,13.8,8.3,20.0,21.6,15.7,18.9
139,JOHNNY JUZANG,MIN,24,5,3,2,17.0,20.0,10.5,21.2,25.0,33.3,11.1,16.7,25.0,15.4,17.6,10.0,20.0,0.0,0.0,0.0,16.7,11.1,11.8
139,THANASIS ANTETOKOUNMPO,MIL,33,1,1,0,2.0,20.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,GRAYSON ALLEN,PHX,30,11,6,5,372.0,20.0,21.0,21.9,34.6,31.0,16.9,16.7,5.5,12.3,10.4,23.3,17.6,21.5,8.6,29.0,16.5,20.1,22.4
145,IMMANUEL QUICKLEY,TOR,26,10,5,5,314.0,20.0,16.8,20.4,25.0,28.5,24.4,23.8,10.7,18.9,17.1,34.4,18.5,23.7,0.0,31.6,14.5,25.8,18.9
146,OG ANUNOBY,NYK,28,9,6,3,299.0,19.9,22.1,20.8,25.5,23.2,13.2,15.4,18.1,18.5,18.4,12.2,18.3,38.5,21.4,33.3,16.1,15.7,21.2
147,MATAS BUZELIS,CHI,21,10,6,4,281.0,19.9,20.6,20.8,24.3,23.4,17.8,17.4,16.4,17.6,17.3,6.4,21.7,16.7,32.1,21.9,26.4,18.2,20.5
148,MOSES MOODY,GSW,23,9,4,5,206.0,19.9,19.4,21.2,33.3,30.4,22.8,22.7,7.9,16.0,14.3,12.5,16.4,18.6,39.1,19.0,21.2,17.6,22.0
149,RAYJ DENNIS,IND,24,9,1,8,153.0,19.9,17.4,21.4,31.3,24.8,9.7,7.8,14.8,9.8,11.5,35.3,25.0,17.6,16.7,18.2,21.1,9.1,17.3
150,KON KNUEPPEL,CHA,20,10,3,7,322.0,19.7,20.1,21.2,33.3,30.1,16.2,14.7,8.5,23.8,19.9,16.1,18.5,13.6,2.8,21.7,15.8,14.3,21.1
151,JARACE WALKER,IND,22,10,1,9,301.0,19.7,16.2,20.5,22.5,23.0,11.0,11.0,9.9,23.9,19.9,23.9,25.0,9.8,18.5,16.0,15.0,13.7,16.0
152,TREY MURPHY III,NOP,25,10,2,8,355.0,19.6,21.6,21.6,29.8,29.3,23.8,19.5,18.2,24.4,22.4,20.3,13.0,18.6,8.7,17.9,14.9,19.6,22.9
153,KJ SIMPSON,CHA,23,4,1,3,63.0,19.6,16.3,19.8,21.1,20.0,7.3,8.9,18.8,21.1,20.4,37.9,29.6,22.2,0.0,33.3,21.6,15.2,14.6
154,CAM SPENCER,MEM,25,11,4,7,194.0,19.6,20.1,19.7,40.7,30.4,20.7,19.3,2.7,17.1,13.9,29.6,25.0,21.6,0.0,13.3,19.5,16.0,22.9
155,KYLE KUZMA,MIL,30,10,7,3,250.0,19.5,22.8,20.0,14.1,16.4,29.6,25.2,17.5,21.1,20.4,10.1,17.9,11.9,26.1,26.1,19.3,19.2,22.7
156,YANG HANSEN,POR,20,5,3,2,29.0,19.5,7.4,15.3,0.0,16.7,35.7,37.5,37.5,6.7,17.4,0.0,33.3,0.0,40.0,16.7,40.0,45.5,12.0
157,CARTER BRYANT,SAS,19,7,6,1,47.0,19.5,14.3,23.4,25.0,29.6,13.6,11.5,0.0,20.7,15.4,0.0,16.7,14.3,25.0,0.0,22.2,8.0,14.9
158,JD DAVISON,HOU,23,3,3,0,17.0,19.4,23.1,23.1,33.3,38.5,0.0,25.0,0.0,0.0,0.0,22.2,0.0,33.3,33.3,0.0,12.5,25.0,22.2
159,BOBBY PORTIS,MIL,30,11,7,4,226.0,19.4,19.2,20.9,23.1,21.3,6.5,7.2,25.0,31.0,29.6,12.2,21.3,9.8,4.3,23.5,17.2,8.9,18.2
160,CAM CHRISTIE,LAC,20,7,1,6,86.0,19.4,20.3,22.4,35.0,26.2,20.9,21.0,17.6,19.3,18.9,17.1,4.8,16.7,11.1,33.3,11.5,17.8,22.0
161,QUENTON JACKSON,IND,27,5,1,4,101.0,19.3,23.8,18.9,21.4,14.8,22.4,26.1,17.9,16.0,16.5,34.0,21.4,23.8,14.3,36.4,25.6,36.5,23.2
162,RYAN NEMBHARD,DAL,22,5,2,3,45.0,19.3,20.6,19.5,0.0,13.8,9.1,10.3,10.0,0.0,2.7,37.5,25.0,0.0,0.0,20.0,14.3,12.5,15.8
163,KLAY THOMPSON,DAL,35,10,2,8,197.0,19.3,17.8,22.8,44.4,41.1,5.6,4.2,3.8,16.8,13.5,21.5,15.7,10.3,14.3,11.5,7.7,2.3,18.0
164,JUSUF NURKIĆ,UTA,31,10,3,7,217.0,19.3,16.4,18.0,6.4,12.0,14.0,19.1,32.8,40.9,38.5,26.3,29.1,39.5,28.6,28.1,32.1,23.1,14.8
165,TRE JOHNSON,WAS,19,11,1,10,282.0,19.3,19.3,21.6,25.6,25.7,12.0,9.8,12.1,16.5,15.5,10.6,17.1,8.3,18.2,3.8,17.2,11.8,19.0
166,MALAKI BRANHAM,WAS,22,4,0,4,31.0,19.2,22.2,19.2,25.0,27.8,33.3,33.3,37.5,23.8,27.6,11.1,11.1,0.0,0.0,0.0,22.2,30.0,24.3
167,BRANDEN CARLSON,OKC,26,7,6,1,42.0,19.1,25.0,22.2,18.2,20.6,0.0,0.0,16.7,25.7,24.4,13.3,20.0,0.0,14.3,100,35.3,0.0,19.1
168,AYO DOSUNMU,CHI,25,8,5,3,207.0,19.0,24.0,21.8,23.4,20.5,19.4,17.4,6.7,11.8,10.6,19.2,8.8,14.3,6.3,13.6,13.0,14.3,23.1
169,PAT SPENCER,GSW,29,7,4,3,83.0,19.0,16.7,20.9,10.0,12.1,18.4,16.7,12.5,21.4,18.2,31.0,14.8,25.0,16.7,38.5,15.4,13.9,16.3
170,KYLE ANDERSON,UTA,32,3,0,3,49.0,19.0,22.9,18.7,0.0,0.0,17.9,18.9,16.7,13.3,14.6,39.1,25.0,14.3,0.0,25.0,22.2,22.2,20.0
171,LEONARD MILLER,MIN,21,6,3,3,27.0,18.8,20.7,17.0,0.0,10.0,20.0,23.1,25.0,31.6,30.4,6.3,37.5,25.0,0.0,0.0,17.6,25.0,19.4
172,NIKOLA JOVIĆ,MIA,22,11,7,4,248.0,18.8,16.4,18.7,18.9,21.2,19.2,20.5,20.5,22.5,22.1,21.5,23.8,12.7,18.2,16.7,24.6,21.7,17.2
173,VJ EDGECOMBE,PHI,20,10,6,4,376.0,18.8,18.3,20.2,17.9,19.0,12.6,12.9,19.3,15.4,16.6,21.1,18.2,26.8,5.2,17.0,17.8,11.7,17.2
174,TRISTAN DA SILVA,ORL,24,11,5,6,229.0,18.8,21.2,21.8,40.0,33.3,12.7,11.4,17.0,16.2,16.4,7.2,12.5,23.3,3.0,10.3,7.8,8.3,21.0
175,ANTHONY BLACK,ORL,21,11,5,6,294.0,18.8,17.3,18.4,16.9,19.7,15.5,16.7,8.8,15.3,13.6,17.0,27.5,33.3,20.5,27.5,19.9,17.0,16.9
176,REED SHEPPARD,HOU,21,9,6,3,196.0,18.6,21.1,21.4,40.4,35.3,5.1,6.1,4.2,11.6,9.0,28.2,15.0,34.3,14.3,5.9,19.2,7.2,20.8
177,BONES HYLAND,MIN,25,10,6,4,100.0,18.6,20.5,19.3,34.8,29.3,7.7,7.7,5.0,14.1,11.9,31.9,27.6,31.3,0.0,22.2,23.2,8.7,19.7
178,COLLIN MURRAY-BOYLES,TOR,20,8,4,4,167.0,18.4,21.1,18.8,19.0,13.3,13.8,16.9,50.0,14.0,23.1,11.1,22.2,25.9,33.3,4.3,22.6,11.5,19.7
179,COLLIN GILLESPIE,PHX,26,11,6,5,263.0,18.3,16.8,19.8,26.7,28.7,8.3,9.8,14.9,19.2,17.9,34.7,17.6,21.8,27.3,10.0,9.8,20.9,17.5
180,ONYEKA OKONGWU,ATL,24,11,6,5,317.0,18.2,19.6,19.6,14.1,16.2,20.3,22.8,34.9,30.0,31.1,13.6,12.3,14.3,32.3,29.0,28.4,20.8,19.2
181,NIC CLAXTON,BKN,26,10,1,9,282.0,18.1,23.1,17.2,0.0,1.8,30.1,33.8,42.3,27.0,32.0,25.0,15.7,23.7,58.8,26.9,21.6,36.3,21.7
182,RONALD HOLLAND II,DET,20,11,9,2,256.0,18.1,16.6,18.6,22.2,23.2,15.7,14.3,13.8,18.9,17.4,16.2,22.1,29.3,10.7,28.0,25.0,15.6,16.9
182,TYLER KOLEK,NYK,24,9,6,3,65.0,18.1,19.1,19.3,14.3,21.0,0.0,0.0,8.3,7.3,7.7,39.4,27.3,20.0,0.0,14.3,37.5,17.9,15.3
184,DANISS JENKINS,DET,24,6,5,1,81.0,18.1,23.8,19.5,35.3,18.2,10.6,12.1,11.8,8.9,10.0,22.5,22.2,42.9,0.0,14.3,21.2,18.0,21.6
185,CEDRIC COWARD,MEM,22,11,4,7,293.0,18.1,22.2,19.0,23.3,18.2,23.6,21.3,28.6,23.0,24.3,17.5,11.6,21.3,11.1,22.6,18.2,17.3,22.6
186,THOMAS BRYANT,CLE,28,6,4,2,34.0,18.1,25.0,22.6,0.0,20.7,0.0,15.4,37.5,33.3,34.8,7.1,7.7,33.3,40.0,50.0,21.1,25.0,19.4
186,TYRESE PROCTOR,CLE,21,9,6,3,104.0,18.1,19.2,19.8,30.0,27.4,11.1,9.8,10.0,15.1,13.7,23.9,18.2,21.1,0.0,14.3,23.7,9.1,19.3
188,KARLO MATKOVIĆ,NOP,24,8,2,6,68.0,18.0,26.2,18.3,5.3,5.7,16.7,27.6,33.3,29.5,30.6,11.8,10.5,0.0,75.0,20.0,26.9,17.9,22.6
189,SIMONE FONTECCHIO,MIA,29,11,7,4,212.0,17.9,20.9,20.6,40.9,30.7,19.0,18.8,16.3,12.7,13.4,9.7,11.8,12.2,14.3,21.7,26.1,10.8,23.1
190,BUDDY HIELD,GSW,32,11,6,5,191.0,17.9,19.9,20.2,25.9,26.9,10.3,8.7,10.3,10.7,10.6,15.5,15.4,17.1,0.0,7.7,17.9,5.8,19.0
191,BRANDIN PODZIEMSKI,GSW,22,11,6,5,321.0,17.8,18.6,19.0,17.5,19.3,13.7,14.5,10.3,21.2,18.9,20.3,16.3,23.2,10.7,4.5,19.5,20.0,17.6
192,ACE BAILEY,UTA,19,10,3,7,193.0,17.8,17.5,18.8,8.7,13.6,12.8,11.0,30.6,14.3,19.7,15.7,20.0,21.4,7.7,10.3,20.8,11.5,15.5
193,DEVIN VASSELL,SAS,25,10,8,2,330.0,17.8,16.9,21.3,28.4,29.9,7.3,8.1,6.9,14.3,12.5,11.2,10.8,15.4,4.4,5.6,14.5,8.8,16.5
194,NOAH CLOWNEY,BKN,21,10,1,9,234.0,17.7,12.9,17.9,18.9,25.4,15.6,16.4,14.5,20.3,18.2,12.7,19.2,11.1,11.8,31.8,14.7,14.0,14.3
195,KELLY OUBRE JR.,PHI,29,10,6,4,372.0,17.7,21.4,19.4,22.5,21.4,14.4,14.8,12.6,16.7,15.5,7.4,12.9,21.2,18.2,19.5,15.1,19.7,20.1
196,VÍT KREJČÍ,ATL,25,7,4,3,136.0,17.7,24.0,20.3,50.0,32.7,17.9,18.5,8.3,14.0,12.5,12.9,8.7,10.0,18.2,15.4,25.4,14.9,26.2
197,GRADEY DICK,TOR,21,10,5,5,155.0,17.7,15.5,19.0,27.1,28.0,28.4,26.3,11.4,14.8,14.0,2.0,4.3,17.9,0.0,29.4,8.5,21.9,19.2
198,ISAIAH STEWART,DET,24,9,7,2,207.0,17.7,20.8,19.4,22.0,20.0,15.7,16.7,36.4,25.8,28.6,13.5,13.1,6.1,54.3,16.7,25.5,18.8,20.0
199,ISAIAH COLLIER,UTA,21,2,0,2,42.0,17.6,18.2,14.1,8.3,7.0,10.0,12.5,0.0,14.3,10.0,33.3,46.2,0.0,0.0,33.3,25.0,14.3,15.3
199,MOHAMED DIAWARA,NYK,20,5,4,1,13.0,17.6,33.3,17.4,50.0,12.5,0.0,20.0,0.0,9.1,7.1,12.5,33.3,0.0,0.0,0.0,33.3,20.0,26.9
